,입찰명,발주기관코드,발주기관,3종_Pick,3종_Remove,7종_Pick,7종_Remove
0,잠수함 수소가스 센서 등 2종 구매,SCI,제9121부대,가스,,"센서, 잠수함",
1,산소분석기 1종,SCF,해군군수사령부,산소,,분석기,
2,산소 분석기 센서 등 5종,SCH,해군작전사령부,산소,,"분석기, 센서",
3,드럼셋트마이크 등 3종 구매,SCP,제8385부대,드럼,,마이크,
4,유류시험장비(그리스침입도 시험기 등 3종) 구매,UMM,국군재정관리단,그리스,,"시험장비, 장비",
5,산소 분석기 센서 등 9종,SCH,해군작전사령부,산소,,"분석기, 센서",
6,(16-007)일반의무장비획득(산소소생기외 3품목),HDM,공군제17전투비행단,산소,,장비,
7,복합가스측정기 등 8종 구매,SCP,제8385부대,가스,,측정기,
8,복합가스측정기 등 8종,SCF,해군군수사령부,가스,,측정기,
9,복합가스측정기,HCC,해군제1수리창,가스,,측정기,
10,산소 센서 등 39종,SCH,해군작전사령부,산소,,센서,
11,경호경계장비(가스총 등 6종) 구매,MDR,제9965부대,가스,,장비,
12,유류시험장비(가스성분 분석기 등 2종) 구매,UMM,국군재정관리단,가스,,"분석기, 시험장비, 장비",
13,2017년 의무장비 산소소생기자동식 병원용 구매,MDG,국군의무사령부,산소,,장비,
14,윤활유 냉매 압축기용 등 4종,SCF,해군군수사령부,윤활유,,압축기,
15,오일압력센서 등 65품목,SFG,제9181부대,오일,,센서,
16,오일 필터용 소자 1항목 구매(항공),LCF,육군군수사령부,오일,,항공,
17,산소분석기 센서 등 2건,SCH,해군작전사령부,산소,,"분석기, 센서",
18,18-오일 오염도 분석기 구매,UMM,국군재정관리단,오일,,분석기,
19,복합가스측정기 등 2종 구매,SCQ,제9911부대,가스,,측정기,
20,복합가스 측정기 구매,SCP,제8385부대,가스,,측정기,
21,윤활유 고온센서 등 4종,SCR,해군제3함대사령부,윤활유,,센서,
22,복함가스측정기 구매,MDN,국군화생방방호사령부,가스,,측정기,
23,냉각기 1단 윤활유 쿨러 1종,SCF,해군군수사령부,윤활유,,냉각기,
24,유압유 플러싱장비 제조설치 납품,UMM,국군재정관리단,유압유,,장비,
25,"냉각기,윤활유 1종",SCF,해군군수사령부,윤활유,,냉각기,
26,"탐지기, 가스용",HCC,해군제1수리창,가스,,탐지기,
27,"탐지기, 가스용",HCC,해군제1수리창,가스,,탐지기,
28,"하우징,오일 냉각기용 등 21종",SCF,해군군수사령부,오일,,냉각기,
29,오일방지장치,EGF,기동화력계약팀 (구:19.09.16),오일,,장치,
30,K1전차 차폐가스켓트등13종구매,LDH,육군종합정비창,가스,,전차,
31,산소포화도 측정기 1항목 구매(물자),LCF,육군군수사령부,산소,,측정기,
32,압축기 오일 등 47종 구매,SCP,제8385부대,오일,,압축기,
33,가스탐지기 구매,SFC,제9691부대,가스,,탐지기,
34,가스탐지기 구매,SFC,제9691부대,가스,,탐지기,
35,가스탐지기 구매,HCF,공군군수사령부,가스,,탐지기,
36,가스탐지기 구매,HCF,공군군수사령부,가스,,탐지기,
37,19-34차 의무장비 고유량 산소치료기 구매,MDD,국군수도병원,산소,,장비,
38,질소조정기 구매,SDF,제5738부대,질소,,조정기,
39,혈액가스분석기 3대 구매,SCF,해군군수사령부,가스,,분석기,
40,00장비 유압유(MIL-PRF-83282)구매,LQP,제1891부대,유압유,,장비,
41,의무장비(산소호흡기) 구매(20196299-D),UMM,국군재정관리단,산소,,장비,
42,자주포용 유압유 오염도 측정장비 구매,LIK,제2군수지원여단,유압유,,"자주포, 장비",
43,"윤활유, 공기 압축기용 84PL 구매",SCF,해군군수사령부,윤활유,,압축기,
44,19-12차(3) 의무장비 혈액가스분석기 소형 구매,MDD,국군수도병원,가스,,"분석기, 장비",
45,19-8차 의무장비(6.고유량 산소공급기) 구매,MDD,국군수도병원,산소,,"공급기, 장비",
46,유압유 플러싱 장비,EGF,기동화력계약팀 (구:19.09.16),유압유,,장비,
47,가스탐지기,HCC,해군제1수리창,가스,,탐지기,
48,"윤활유, 냉매 압축기용 등 7종 구매",SCF,해군군수사령부,윤활유,,압축기,
49,가스 크로마토그래피 질량분석기 구매(20196084-D),UMM,국군재정관리단,가스,,"그래피, 분석기",
50,K1전차 차폐가스켓트등28종 구매,LDH,육군종합정비창,가스,,전차,
